Time,Source,Destination,Protocol,Length,Hw_src,HW_dst
1638200292.8937788,23.213.224.135,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.8937788,23.213.224.135,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.8987107,10.102.204.45,199.127.204.142,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.901388,8.28.7.84,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9098003,70.42.32.191,10.102.204.45,TLSv1.2,240,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9142857,142.250.217.162,10.102.204.45,UDP,1288,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9142857,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.914286,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.914286,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.914286,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.914286,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.914286,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9142861,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143484,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143484,70.42.32.191,10.102.204.45,TLSv1.2,406,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143486,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143486,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143488,142.250.217.162,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143488,142.250.217.162,10.102.204.45,UDP,682,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9143808,10.102.204.45,70.42.32.191,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9145725,10.102.204.45,142.250.217.162,UDP,78,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9147851,10.102.204.45,142.250.217.162,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9150326,142.250.217.162,10.102.204.45,UDP,1287,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9150329,142.250.217.162,10.102.204.45,UDP,1133,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9151273,142.250.217.162,10.102.204.45,UDP,288,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9172082,199.127.204.142,10.102.204.45,TLSv1.2,1907,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9172459,10.102.204.45,199.127.204.142,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9189377,10.102.204.45,142.250.217.162,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9199784,23.213.224.135,10.102.204.45,TLSv1.2,108,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9200108,10.102.204.45,23.213.224.135,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9208226,10.102.204.45,131.94.7.220,DNS,91,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.921585,131.94.7.220,10.102.204.45,DNS,153,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9221225,10.102.204.45,104.18.11.39,TCP,74,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9286096,104.18.11.39,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9286523,10.102.204.45,104.18.11.39,TCP,54,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.928806,10.102.204.45,104.18.11.39,HTTP,358,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9355552,104.18.11.39,10.102.204.45,TCP,60,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.945797,142.250.217.162,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.950714,10.102.204.45,70.42.32.191,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9547832,104.18.11.39,10.102.204.45,HTTP,1605,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9548054,10.102.204.45,104.18.11.39,TCP,54,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9604087,10.102.204.45,199.127.204.142,TLSv1.2,384,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9649522,10.102.204.45,130.211.23.194,TLSv1.3,181,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9650216,10.102.204.45,130.211.23.194,TCP,7156,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9650269,10.102.204.45,130.211.23.194,TLSv1.3,3820,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.970965,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712856,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712856,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712856,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712856,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712858,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712858,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9712858,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.971286,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.971644,10.102.204.45,130.211.23.194,TLSv1.3,181,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9716885,10.102.204.45,130.211.23.194,TCP,7156,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.971927,10.102.204.45,130.211.23.194,TLSv1.3,3518,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9779177,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9779177,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9779177,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.977918,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.977918,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.977918,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9780807,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9780807,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9780807,130.211.23.194,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.9867296,199.127.204.142,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.989332,199.127.204.142,10.102.204.45,TLSv1.2,72,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.989364,10.102.204.45,199.127.204.142,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200292.9895773,199.127.204.142,10.102.204.45,TLSv1.2,111,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200292.989584,10.102.204.45,199.127.204.142,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
